Scan Num,Measured Voltage (V),Reference Voltage (V),Corrected Voltage (V),Current (mA),Current Error (%),Theoretical Current (mA)
4,9.902143,9.646544,5.289888,1.238474,1.592615,-1.816922
4,10.30373,9.910115,5.55346,1.33031,1.622462,-1.805314
4,10.71279,10.18714,5.830485,1.421192,1.409358,-1.793626
4,11.12384,10.44922,6.092562,1.508106,1.256842,-1.781858
4,11.52742,10.70582,6.349161,1.590538,1.385607,-1.770008
4,11.932,10.95593,6.599279,1.677453,1.625725,-1.758073
4,12.33857,11.19011,6.833456,1.754596,1.436714,-1.74605
4,12.74862,11.42478,7.06813,1.828579,1.407949,-1.733939
4,13.16516,11.66843,7.311772,1.912996,1.074822,-1.721736
4,13.55578,11.86474,7.50808,1.975004,1.156411,-1.709439
4,13.95189,12.09144,7.734783,2.040833,1.090142,-1.697045
4,14.37041,12.29273,7.936074,2.101004,1.191803,-1.68455
4,14.773,12.51295,8.1563,2.153828,1.166413,-1.671953
4,15.17907,12.69083,8.334173,2.210693,1.002339,-1.65925
4,15.58863,12.89312,8.53646,2.26293,1.192525,-1.646436
4,15.98224,13.08494,8.728285,2.298857,0.9983997,-1.633509
4,16.38881,13.25933,8.902672,2.353959,1.099539,-1.620465
4,16.7904,13.44218,9.085527,2.398848,1.031997,-1.607298
4,17.20394,13.57821,9.22155,2.435217,0.7963602,-1.594006
4,17.6135,13.75857,9.401914,2.484808,0.7764675,-1.580582
4,18.01857,13.92349,9.566833,2.516033,0.3852088,-1.567022
4,18.41866,14.07296,9.716307,2.560334,0.7493864,-1.553319
4,18.81477,14.24037,9.883718,2.593176,0.6354913,-1.539469
4,19.22433,14.39682,10.04017,2.618303,0.5568553,-1.525465
4,19.64585,14.53733,10.18067,2.655478,0.5981095,-1.511298
4,20.03199,14.66687,10.31022,2.681559,0.8065039,-1.496963
4,20.44603,14.81485,10.4582,2.711535,0.655258,-1.48245
4,20.84114,14.95087,10.59422,2.737322,0.7180418,-1.467752
4,21.26614,15.10134,10.74469,2.771046,0.589968,-1.452858
